Account ID,Risk Score,Cluster,Risk Level
2407,6.96,3,Low
2408,3.67,3,Low
2409,11.89,2,Low
2410,2.53,3,Low
2411,5.63,3,Low
2412,12.55,3,Low
2413,3.88,3,Low
2414,11.59,3,Low
2415,5.25,3,Low
2416,2.11,3,Low
2417,29.13,2,Low
2418,6.82,3,Low
2419,5.35,3,Low
2420,4.29,3,Low
2421,10.98,3,Low
2422,8.63,3,Low
2423,4.64,3,Low
2424,9.88,3,Low
2425,11.76,0,Low
2426,18.58,3,Low
2427,8.7,3,Low
2428,7.41,3,Low
2429,4.24,3,Low
2430,3.0,3,Low
2431,7.15,3,Low
2432,8.47,3,Low
2433,8.19,3,Low
2434,3.79,3,Low
2435,4.72,2,Low
2436,17.32,3,Low
2437,3.08,3,Low
2438,10.94,2,Low
2439,5.03,3,Low
2440,18.08,3,Low
2441,9.91,2,Low
2442,3.48,3,Low
2443,5.27,3,Low
2444,6.06,3,Low
2445,1.35,3,Low
2446,8.44,3,Low
2447,35.16,3,Low
2448,10.98,3,Low
2449,10.1,3,Low
2450,2.7,3,Low
2451,2.57,3,Low
2452,2.84,3,Low
2453,3.12,3,Low
2454,11.24,3,Low
2455,7.29,3,Low
2456,10.77,3,Low
2457,20.69,3,Low
2458,5.8,3,Low
2459,13.86,0,Low
2460,10.09,3,Low
2461,17.42,3,Low
2462,1.53,3,Low
2463,5.51,3,Low
2464,11.35,3,Low
2465,9.08,2,Low
2466,2.88,3,Low
2467,9.53,3,Low
2468,5.64,3,Low
2469,20.81,0,Low
2470,7.9,0,Low
2471,11.15,3,Low
2472,11.23,3,Low
2473,9.8,2,Low
2474,9.69,3,Low
2475,9.26,3,Low
2476,5.72,3,Low
2477,12.94,3,Low
2478,12.63,0,Low
2479,8.34,3,Low
2480,6.53,2,Low
2481,6.31,3,Low
2482,3.27,3,Low
2483,7.44,3,Low
2484,13.37,0,Low
2485,3.3,3,Low
2486,4.5,3,Low
2487,18.41,3,Low
2488,11.67,3,Low
2489,5.67,3,Low
2490,8.19,3,Low
2491,9.92,3,Low
2492,13.01,3,Low
2493,5.76,3,Low
2494,5.47,3,Low
2495,20.1,2,Low
2496,4.03,2,Low
2497,7.19,2,Low
2498,3.68,3,Low
2499,8.96,0,Low
2500,5.09,3,Low
2501,7.61,3,Low
2502,4.2,3,Low
2503,2.61,2,Low
2504,17.38,3,Low
2505,10.43,3,Low
2506,4.76,3,Low
2507,4.78,3,Low
2508,6.2,0,Low
2509,9.81,0,Low
2510,8.84,3,Low
2511,10.7,3,Low
2512,14.13,2,Low
2513,11.23,2,Low
2514,7.35,3,Low
2515,15.67,3,Low
2516,12.44,3,Low
2517,7.45,0,Low
2518,3.38,3,Low
2519,3.41,3,Low
2520,3.28,3,Low
2521,11.24,0,Low
2522,10.89,2,Low
2523,13.29,2,Low
2524,12.99,3,Low
2525,17.29,2,Low
2526,13.13,3,Low
2527,0.59,3,Low
2528,16.46,2,Low
2529,18.93,3,Low
2530,3.53,3,Low
2531,21.38,3,Low
2532,18.62,3,Low
2533,8.22,3,Low
2534,4.91,3,Low
2535,10.9,3,Low
2536,6.26,2,Low
2537,3.42,3,Low
2538,37.06,3,Low
2539,34.67,3,Low
2540,3.05,3,Low
2541,4.81,3,Low
2542,7.91,3,Low
2543,9.57,3,Low
2544,16.08,3,Low
2545,15.91,0,Low
2546,6.13,3,Low
2547,6.27,3,Low
2548,4.1,3,Low
2549,8.62,3,Low
2550,20.3,3,Low
2551,9.09,2,Low
2552,7.36,3,Low
2553,4.86,3,Low
2554,7.82,2,Low
2555,8.56,3,Low
2556,12.39,3,Low
2557,12.88,3,Low
2558,9.01,3,Low
2559,8.38,3,Low
2560,22.22,3,Low
2561,4.73,2,Low
2562,11.56,0,Low
2563,4.35,3,Low
2564,5.96,3,Low
2565,4.59,3,Low
2566,2.09,3,Low
2567,8.17,3,Low
2568,15.03,3,Low
2569,12.59,3,Low
2570,46.09,3,Medium
2571,6.88,3,Low
2572,8.91,2,Low
2573,5.27,3,Low
2574,6.13,3,Low
2575,5.73,3,Low
2576,6.57,3,Low
2577,20.92,3,Low
2578,19.72,2,Low
2579,13.57,2,Low
2580,5.96,3,Low
2581,10.11,3,Low
2582,6.92,3,Low
2583,15.48,2,Low
2584,6.14,3,Low
2585,2.1,3,Low
2586,7.37,3,Low
2587,2.37,3,Low
2588,13.47,3,Low
2589,3.66,2,Low
2590,4.18,2,Low
2591,10.33,3,Low
2592,5.46,3,Low
2593,1.46,3,Low
2594,27.87,3,Low
2595,5.86,2,Low
2596,11.11,2,Low
2597,5.76,3,Low
2598,7.95,3,Low
2599,8.16,3,Low
2600,34.99,3,Low
2601,7.5,3,Low
2602,10.85,3,Low
2603,12.16,2,Low
2604,8.4,2,Low
2605,1.68,3,Low
2606,46.36,3,Medium
2607,8.7,3,Low
2608,2.78,3,Low
2609,2.89,3,Low
2610,12.51,3,Low
2611,24.34,2,Low
2612,7.59,3,Low
2613,25.95,3,Low
2614,9.66,3,Low
2615,6.56,2,Low
2616,35.13,3,Low
2617,40.05,3,Medium
2618,9.34,2,Low
2619,1.25,3,Low
2620,4.34,3,Low
2621,4.08,3,Low
2622,2.21,3,Low
2623,17.87,3,Low
2624,14.82,3,Low
2625,3.16,3,Low
2626,17.8,3,Low
2627,5.28,2,Low
2628,4.14,3,Low
2629,5.69,0,Low
2630,10.2,2,Low
2631,3.45,3,Low
2632,10.44,3,Low
2633,7.15,2,Low
2634,10.79,2,Low
2635,11.15,3,Low
2636,2.46,3,Low
2637,5.44,3,Low
2638,7.93,2,Low
2639,9.24,3,Low
2640,8.35,3,Low
2641,5.2,3,Low
2642,3.3,3,Low
2643,67.98,4,Medium
2644,56.11,4,Medium
2645,4.71,2,Low
2646,9.73,3,Low
2647,16.24,3,Low
2648,8.43,3,Low
2649,4.74,3,Low
2650,8.19,3,Low
2651,2.59,3,Low
2652,4.88,3,Low
2653,6.79,3,Low
2654,1.63,3,Low
2655,10.0,2,Low
2656,4.93,3,Low
2657,13.2,3,Low
2658,8.37,2,Low
2659,3.04,3,Low
2660,5.48,3,Low
2661,9.36,3,Low
2662,5.26,3,Low
2663,13.75,3,Low
2664,11.41,3,Low
2665,14.62,3,Low
2666,17.59,0,Low
2667,2.8,2,Low
2668,11.62,3,Low
2669,3.06,3,Low
2670,6.2,3,Low
2671,12.86,0,Low
2672,10.3,3,Low
2673,23.82,3,Low
2674,13.53,3,Low
2675,5.59,0,Low
2676,5.62,3,Low
2677,6.16,3,Low
2678,46.79,3,Medium
2679,1.99,3,Low
2680,11.0,3,Low
2681,13.54,3,Low
2682,13.8,3,Low
2683,12.93,3,Low
2684,13.86,3,Low
2685,16.41,2,Low
2686,12.79,3,Low
2687,4.38,3,Low
2688,54.5,2,Medium
2689,8.82,3,Low
2690,4.33,3,Low
2691,9.5,3,Low
2692,53.2,2,Medium
2693,18.63,3,Low
2694,3.95,3,Low
2695,13.41,3,Low
2696,9.21,3,Low
2697,6.09,3,Low
2698,4.53,3,Low
2699,5.68,3,Low
2700,5.47,3,Low
2701,7.35,3,Low
2702,3.69,3,Low
2703,29.61,1,Low
2704,21.33,1,Low
2705,29.7,1,Low
2706,32.47,3,Low
2707,10.64,3,Low
2708,13.98,3,Low
2709,6.55,3,Low
2710,50.12,3,Medium
2711,7.72,3,Low
2712,9.08,3,Low
2713,7.86,2,Low
2714,5.52,3,Low
2715,8.82,2,Low
2716,4.81,3,Low
2717,4.27,3,Low
2718,4.48,3,Low
2719,9.92,0,Low
2720,7.46,3,Low
2721,17.1,0,Low
2722,12.83,1,Low
2723,44.19,1,Medium
2724,60.74,2,Medium
2725,6.95,3,Low
2726,5.15,3,Low
2727,7.1,3,Low
2728,4.45,2,Low
2729,16.33,3,Low
2730,6.14,3,Low
2731,2.92,3,Low
2732,13.34,3,Low
2733,3.15,2,Low
2734,1.15,3,Low
2735,19.2,2,Low
2736,11.75,2,Low
2737,9.78,3,Low
2738,4.93,3,Low
2739,2.94,3,Low
2740,18.23,3,Low
2741,3.26,3,Low
2742,3.47,3,Low
2743,7.29,3,Low
2744,7.36,3,Low
2745,4.21,3,Low
2746,5.53,3,Low
2747,7.61,3,Low
2748,1.85,3,Low
2749,13.6,3,Low
2750,12.26,3,Low
2751,9.98,0,Low
2752,18.68,0,Low
2753,20.0,3,Low
2754,16.34,3,Low
2755,10.51,2,Low
2756,5.67,3,Low
2757,5.1,3,Low
2758,8.21,2,Low
2759,17.04,3,Low
2760,12.39,2,Low
2761,11.33,2,Low
2762,15.34,3,Low
2763,7.97,3,Low
2764,9.39,3,Low
2765,9.01,3,Low
2766,10.16,3,Low
2767,11.44,0,Low
2768,10.32,0,Low
2769,16.68,2,Low
2770,3.19,3,Low
2771,9.34,2,Low
2772,14.89,2,Low
2773,7.75,2,Low
2774,28.01,2,Low
2775,17.97,0,Low
2776,2.83,3,Low
2777,7.6,3,Low
2778,3.59,3,Low
2779,1.9,3,Low
2780,6.31,3,Low
2781,8.53,2,Low
2782,3.94,3,Low
2783,4.89,3,Low
2784,5.46,3,Low
2785,6.88,3,Low
2786,6.41,3,Low
2787,6.23,3,Low
2788,5.27,3,Low
2789,12.4,3,Low
2790,13.69,3,Low
2791,24.48,2,Low
2792,1.45,3,Low
2793,10.98,3,Low
2794,15.06,2,Low
2795,6.31,3,Low
2796,5.87,2,Low
2797,19.37,3,Low
2798,8.11,2,Low
2799,13.21,0,Low
2800,3.79,3,Low
2801,21.6,0,Low
2802,3.26,3,Low
2803,4.35,3,Low
2804,5.67,2,Low
2805,3.76,2,Low
2806,2.44,2,Low
2807,6.87,2,Low
2808,14.61,0,Low
2809,12.8,0,Low
2810,7.11,2,Low
2811,49.27,0,Medium
2812,14.86,3,Low
2813,13.23,3,Low
2814,2.9,2,Low
2815,7.75,3,Low
2816,19.04,3,Low
2817,8.15,3,Low
2818,13.92,3,Low
2819,11.52,2,Low
2820,18.69,3,Low
2821,3.35,3,Low
2822,7.48,3,Low
2823,7.82,3,Low
2824,7.15,3,Low
2825,21.2,3,Low
2826,7.33,3,Low
2827,7.02,3,Low
2828,9.36,3,Low
2829,2.64,3,Low
2830,30.84,3,Low
2831,4.35,3,Low
2832,8.24,2,Low
2833,16.95,0,Low
2834,12.37,3,Low
2835,8.1,3,Low
2836,13.01,3,Low
2837,32.61,3,Low
2838,12.99,3,Low
2839,11.77,3,Low
2840,7.35,3,Low
2841,14.82,3,Low
2842,13.44,3,Low
2843,8.45,3,Low
2844,10.68,3,Low
2845,12.7,2,Low
2846,5.31,2,Low
2847,3.12,3,Low
2848,10.53,3,Low
2849,4.18,3,Low
2850,7.23,3,Low
2851,4.34,3,Low
2852,25.99,3,Low
2853,1.37,3,Low
2854,8.54,3,Low
2855,5.11,3,Low
2856,7.49,3,Low
2857,24.68,3,Low
2858,10.59,3,Low
2859,7.2,3,Low
2860,12.24,3,Low
2861,17.79,3,Low
2862,7.49,3,Low
2863,17.67,2,Low
2864,4.83,3,Low
2865,4.62,3,Low
2866,4.11,3,Low
2867,6.83,3,Low
2868,5.55,3,Low
2869,14.91,2,Low
2870,10.64,2,Low
2871,15.93,3,Low
2872,2.32,3,Low
2873,7.58,3,Low
2874,3.7,3,Low
2875,10.24,0,Low
2876,9.61,3,Low
2877,4.43,3,Low
2878,3.68,3,Low
2879,26.57,3,Low
2880,2.93,3,Low
2881,4.2,3,Low
2882,14.31,3,Low
2883,4.47,3,Low
2884,1.7,3,Low
2885,8.56,2,Low
2886,10.87,2,Low
2887,5.24,3,Low
2888,37.93,3,Low
2889,6.45,3,Low
2890,17.51,0,Low
2891,7.5,3,Low
2892,13.15,3,Low
2893,19.57,3,Low
2894,2.88,3,Low
2895,11.78,3,Low
2896,14.21,3,Low
2897,5.05,2,Low
2898,6.86,3,Low
2899,18.06,0,Low
2900,22.59,3,Low
2901,13.03,2,Low
2902,8.55,3,Low
2903,4.87,3,Low
2904,2.77,3,Low
2905,4.46,3,Low
2906,7.49,3,Low
2907,4.04,3,Low
2908,9.89,3,Low
2909,6.14,0,Low
2910,11.08,3,Low
2911,6.29,3,Low
2912,4.07,3,Low
2913,6.86,0,Low
2914,2.28,3,Low
2915,6.9,3,Low
2916,9.69,0,Low
2917,8.88,3,Low
2918,15.09,3,Low
2919,12.25,3,Low
2920,11.67,3,Low
2921,12.21,3,Low
2922,7.91,3,Low
2923,6.27,3,Low
2924,1.48,3,Low
2925,10.16,3,Low
2926,17.31,3,Low
2927,6.65,3,Low
2928,5.54,3,Low
2929,4.2,3,Low
2930,14.79,3,Low
2931,3.76,2,Low
2932,6.4,2,Low
2933,4.1,3,Low
2934,6.08,3,Low
2935,13.16,3,Low
2936,11.68,3,Low
2937,20.71,3,Low
2938,9.03,3,Low
2939,2.6,3,Low
2940,15.11,3,Low
2941,9.37,3,Low
2942,2.32,2,Low
2943,14.4,3,Low
2944,7.02,3,Low
2945,12.25,3,Low
2946,36.2,0,Low
2947,18.72,3,Low
2948,8.76,3,Low
2949,70.12,1,High
2950,2.55,3,Low
2951,3.58,3,Low
2952,4.85,3,Low
2953,14.08,0,Low
2954,10.28,0,Low
2955,3.58,3,Low
2956,9.53,3,Low
2957,28.35,3,Low
2958,9.78,0,Low
2959,8.04,3,Low
2960,8.2,3,Low
2961,9.73,0,Low
2962,27.8,3,Low
2963,12.99,3,Low
2964,16.56,3,Low
2965,6.33,3,Low
2966,3.1,3,Low
2967,9.85,3,Low
2968,15.63,3,Low
2969,3.59,3,Low
2970,8.68,2,Low
2971,18.68,3,Low
2972,8.72,2,Low
2973,14.35,2,Low
2974,15.16,3,Low
2975,11.41,3,Low
2976,12.84,2,Low
2977,15.89,3,Low
2978,0.55,3,Low
2979,3.29,3,Low
2980,24.53,3,Low
2981,62.17,3,Medium
2982,3.25,3,Low
2983,8.57,3,Low
2984,8.84,3,Low
2985,18.55,3,Low
2986,2.37,3,Low
2987,2.67,3,Low
2988,25.58,2,Low
2989,17.42,3,Low
2990,17.22,3,Low
2991,7.86,3,Low
2992,1.61,3,Low
2993,14.75,2,Low
2994,7.66,3,Low
2995,21.12,0,Low
2996,10.35,3,Low
2997,8.47,3,Low
2998,5.89,2,Low
2999,11.91,3,Low
3000,17.73,0,Low
3001,20.7,3,Low
3002,13.39,3,Low
3003,5.63,3,Low
3004,18.28,0,Low
3005,5.86,3,Low
3006,6.1,3,Low
3007,4.91,3,Low
3008,11.57,2,Low
3009,12.19,3,Low
3010,16.94,3,Low
3011,15.72,3,Low
3012,13.83,3,Low
3013,13.62,3,Low
3014,11.83,0,Low
3015,10.14,0,Low
3016,6.67,3,Low
3017,28.43,3,Low
3018,1.88,3,Low
3019,3.85,3,Low
3020,22.14,0,Low
3021,37.58,2,Low
3022,13.16,2,Low
3023,3.32,3,Low
3024,16.54,3,Low
3025,30.43,3,Low
3026,5.78,2,Low
3027,9.3,3,Low
3028,6.27,3,Low
3029,10.57,3,Low
3030,15.35,2,Low
3031,10.88,2,Low
3032,16.69,3,Low
3033,16.54,2,Low
3034,26.66,0,Low
3035,16.43,3,Low
3036,9.33,3,Low
3037,3.64,3,Low
3038,3.11,3,Low
3039,3.55,3,Low
3040,6.72,3,Low
3041,5.31,3,Low
3042,6.47,3,Low
3043,5.03,3,Low
3044,15.99,2,Low
3045,6.22,3,Low
3046,7.18,3,Low
3047,4.71,3,Low
3048,12.92,2,Low
3049,7.63,3,Low
3050,13.16,2,Low
3051,12.53,3,Low
3052,1.6,3,Low
3053,9.32,3,Low
3054,5.83,3,Low
3055,10.67,3,Low
3056,15.02,3,Low
3057,10.4,2,Low
3058,10.55,2,Low
3059,33.89,2,Low
3060,9.0,3,Low
3061,5.26,3,Low
3062,8.12,3,Low
3063,8.68,3,Low
3064,15.42,3,Low
3065,15.78,3,Low
3066,8.32,3,Low
3067,36.82,3,Low
3068,9.38,3,Low
3069,4.62,3,Low
3070,5.33,2,Low
3071,8.29,2,Low
3072,3.84,2,Low
3073,10.52,3,Low
3074,5.64,3,Low
3075,9.25,3,Low
3076,5.87,2,Low
3077,6.04,3,Low
3078,4.91,3,Low
3079,8.6,2,Low
3080,5.02,3,Low
3081,2.31,3,Low
3082,6.75,3,Low
3083,8.71,3,Low
3084,4.81,2,Low
3085,15.5,3,Low
3086,6.75,3,Low
3087,12.02,3,Low
3088,17.77,3,Low
3089,8.12,3,Low
3090,3.49,2,Low
3091,27.82,3,Low
3092,4.32,3,Low
3093,5.82,3,Low
3094,5.1,3,Low
3095,22.96,0,Low
3096,14.2,3,Low
3097,7.54,2,Low
3098,3.52,3,Low
3099,8.11,3,Low
3100,9.6,3,Low
3101,19.46,0,Low
3102,4.38,3,Low
3103,27.84,3,Low
3104,27.4,3,Low
3105,6.63,3,Low
3106,5.53,2,Low
3107,7.47,2,Low
3108,4.75,3,Low
3109,5.98,3,Low
3110,8.05,3,Low
3111,5.48,3,Low
3112,2.41,3,Low
3113,10.3,2,Low
3114,11.24,3,Low
3115,9.47,2,Low
3116,12.79,2,Low
3117,7.62,0,Low
3118,8.64,3,Low
3119,3.38,3,Low
3120,1.34,3,Low
3121,5.22,3,Low
3122,8.12,3,Low
3123,4.55,3,Low
3124,8.34,3,Low
3125,2.62,3,Low
3126,15.94,3,Low
3127,7.16,3,Low
3128,7.7,3,Low
3129,33.97,0,Low
3130,4.75,3,Low
3131,5.24,3,Low
3132,25.17,3,Low
3133,4.95,3,Low
3134,21.15,3,Low
3135,24.05,2,Low
3136,32.43,2,Low
3137,26.03,2,Low
3138,30.58,3,Low
3139,12.33,3,Low
3140,11.61,3,Low
3141,18.0,3,Low
3142,23.81,1,Low
3143,14.48,2,Low
3144,12.76,2,Low
3145,14.6,3,Low
3146,14.61,3,Low
3147,11.05,0,Low
3148,4.63,2,Low
3149,13.49,0,Low
3150,5.73,3,Low
3151,3.75,3,Low
3152,6.42,3,Low
3153,8.79,2,Low
3154,1.42,3,Low
3155,1.61,3,Low
3156,6.45,3,Low
3157,4.34,3,Low
3158,4.66,2,Low
3159,11.5,3,Low
3160,19.0,3,Low
3161,4.17,2,Low
3162,5.64,2,Low
3163,11.28,3,Low
3164,6.23,2,Low
3165,5.95,2,Low
3166,7.44,3,Low
3167,20.71,3,Low
3168,3.73,3,Low
3169,2.74,3,Low
3170,3.91,3,Low
3171,0.44,3,Low
3172,7.43,3,Low
3173,3.55,3,Low
3174,4.08,2,Low
3175,11.69,3,Low
3176,10.44,2,Low
3177,2.73,3,Low
3178,12.37,3,Low
3179,7.61,3,Low
3180,5.24,2,Low
3181,6.39,3,Low
3182,3.96,2,Low
3183,17.94,3,Low
3184,5.94,2,Low
3185,16.36,2,Low
3186,11.17,2,Low
3187,1.29,3,Low
3188,12.21,3,Low
3189,4.1,3,Low
3190,26.74,3,Low
3191,7.89,3,Low
3192,4.0,3,Low
3193,2.43,3,Low
3194,19.63,3,Low
3195,5.96,2,Low
3196,5.81,3,Low
3197,6.48,0,Low
3198,6.35,0,Low
3199,31.15,0,Low
3200,12.08,3,Low
3201,9.85,3,Low
3202,5.41,3,Low
3203,1.48,3,Low
3204,4.87,3,Low
3205,18.54,3,Low
3206,22.12,3,Low
3207,10.8,2,Low
3208,69.11,3,Medium
3209,2.69,3,Low
3210,2.34,3,Low
3211,6.6,3,Low
3212,6.55,3,Low
3213,7.98,3,Low
3214,4.26,3,Low
3215,18.93,3,Low
3216,13.71,3,Low
3217,17.13,3,Low
3218,9.75,2,Low
3219,3.56,2,Low
3220,3.79,3,Low
3221,9.76,3,Low
3222,7.84,3,Low
3223,4.52,3,Low
3224,36.7,3,Low
3225,8.87,3,Low
3226,16.66,3,Low
3227,4.94,3,Low
3228,9.97,2,Low
3229,6.42,3,Low
3230,3.19,3,Low
3231,14.77,2,Low
3232,11.09,0,Low
3233,6.61,3,Low
3234,7.93,2,Low
3235,7.37,3,Low
3236,6.44,3,Low
3237,10.79,2,Low
3238,7.62,3,Low
3239,19.46,3,Low
3240,4.3,3,Low
3241,2.23,3,Low
3242,2.43,3,Low
3243,0.94,3,Low
3244,1.7,3,Low
3245,21.16,3,Low
3246,13.79,3,Low
3247,2.57,3,Low
3248,7.79,3,Low
3249,12.1,3,Low
3250,4.15,3,Low
3251,11.34,3,Low
3252,4.68,3,Low
3253,4.15,2,Low
3254,17.88,0,Low
3255,9.76,3,Low
3256,6.21,3,Low
3257,3.92,3,Low
3258,7.8,3,Low
3259,16.1,3,Low
3260,5.86,3,Low
3261,4.37,3,Low
3262,4.58,3,Low
3263,11.19,0,Low
3264,6.2,2,Low
3265,7.83,2,Low
3266,16.82,0,Low
3267,4.14,3,Low
3268,2.72,3,Low
3269,1.97,3,Low
3270,12.31,3,Low
3271,8.57,3,Low
3272,19.27,3,Low
3273,7.77,3,Low
3274,5.94,3,Low
3275,7.5,3,Low
3276,12.87,2,Low
3277,7.96,2,Low
3278,8.63,3,Low
3279,6.19,2,Low
3280,4.91,2,Low
3281,12.21,2,Low
3282,3.88,3,Low
3283,1.75,3,Low
3284,5.23,0,Low
3285,4.54,3,Low
3286,2.03,3,Low
3287,18.27,3,Low
3288,4.29,3,Low
3289,13.75,0,Low
3290,29.12,3,Low
3291,9.55,3,Low
3292,3.0,3,Low
3293,1.73,3,Low
3294,16.36,3,Low
3295,7.56,0,Low
3296,9.65,3,Low
3297,19.24,3,Low
3298,8.8,2,Low
3299,5.88,3,Low
3300,7.32,3,Low
3301,8.4,3,Low
3302,5.7,3,Low
3303,5.4,3,Low
3304,13.93,3,Low
3305,4.25,3,Low
3306,38.73,3,Low
3307,25.46,1,Low
3308,21.97,1,Low
3309,9.59,3,Low
3310,4.29,3,Low
3311,5.09,3,Low
3312,8.29,3,Low
3313,10.0,3,Low
3314,7.65,3,Low
3315,7.02,3,Low
3316,3.94,2,Low
3317,7.71,0,Low
3318,28.93,2,Low
3319,20.11,0,Low
3320,4.46,3,Low
3321,2.84,3,Low
3322,20.5,0,Low
3323,5.85,2,Low
3324,3.48,3,Low
3325,20.15,3,Low
3326,5.17,3,Low
3327,4.67,3,Low
3328,6.69,3,Low
3329,8.58,3,Low
3330,5.84,3,Low
3331,12.44,3,Low
3332,11.9,3,Low
3333,16.25,2,Low
3334,36.31,3,Low
3335,19.45,3,Low
3336,10.27,3,Low
3337,9.12,2,Low
3338,6.99,3,Low
3339,18.42,0,Low
3340,14.57,2,Low
3341,5.2,3,Low
3342,12.63,3,Low
3343,7.07,3,Low
3344,1.99,3,Low
3345,1.74,3,Low
3346,7.34,3,Low
3347,7.94,3,Low
3348,14.08,3,Low
3349,10.26,2,Low
3350,19.91,3,Low
3351,17.98,2,Low
3352,3.89,3,Low
3353,6.29,0,Low
3354,12.29,3,Low
3355,7.88,2,Low
3356,22.92,0,Low
3357,11.72,3,Low
3358,7.65,2,Low
3359,4.26,3,Low
3360,4.06,3,Low
3361,5.06,3,Low
3362,12.52,0,Low
3363,9.39,2,Low
3364,3.53,2,Low
3365,15.61,3,Low
3366,4.2,3,Low
3367,19.16,2,Low
3368,6.29,2,Low
3369,5.26,3,Low
3370,6.35,3,Low
3371,5.23,3,Low
3372,2.55,3,Low
3373,5.81,3,Low
3374,15.35,3,Low
3375,6.04,3,Low
3376,11.5,3,Low
3377,57.86,2,Medium
3378,8.51,3,Low
3379,11.47,2,Low
3380,5.83,3,Low
3381,6.99,3,Low
3382,9.74,3,Low
3383,15.52,2,Low
3384,7.97,3,Low
3385,4.59,3,Low
3386,20.16,1,Low
3387,29.64,1,Low
3388,10.18,1,Low
3389,3.96,3,Low
3390,12.21,3,Low
3391,89.77,2,High
3392,20.04,3,Low
3393,17.51,0,Low
3394,12.44,0,Low
3395,3.99,3,Low
3396,7.51,3,Low
3397,3.42,2,Low
3398,5.34,3,Low
3399,9.34,2,Low
3400,8.31,3,Low
3401,12.2,3,Low
3402,5.37,2,Low
3403,10.61,2,Low
3404,18.18,2,Low
3405,4.64,3,Low
3406,13.55,0,Low
3407,8.14,3,Low
3408,1.97,3,Low
3409,4.54,3,Low
3410,6.49,2,Low
3411,8.25,3,Low
3412,1.98,3,Low
3413,11.16,3,Low
3414,13.2,3,Low
3415,4.55,2,Low
3416,19.63,3,Low
3417,21.99,2,Low
3418,11.42,2,Low
3419,5.81,3,Low
3420,8.47,3,Low
3421,16.42,3,Low
3422,9.73,2,Low
3423,11.87,2,Low
3424,9.56,2,Low
3425,11.64,2,Low
3426,1.83,3,Low
3427,5.37,3,Low
3428,15.65,2,Low
3429,5.85,2,Low
3430,3.56,3,Low
3431,15.34,0,Low
3432,4.95,3,Low
3433,18.37,3,Low
3434,7.96,3,Low
3435,25.97,2,Low
3436,32.23,2,Low
3437,16.64,3,Low
3438,14.76,2,Low
3439,16.04,0,Low
3440,4.13,3,Low
3441,3.32,3,Low
3442,15.97,2,Low
3443,10.11,3,Low
3444,14.64,3,Low
3445,6.13,3,Low
3446,11.09,3,Low
3447,1.72,3,Low
3448,11.73,3,Low
3449,27.71,3,Low
3450,4.61,3,Low
3451,16.6,3,Low
3452,10.39,3,Low
3453,8.45,3,Low
3454,72.54,1,High
3455,6.27,2,Low
3456,18.65,2,Low
3457,24.3,1,Low
3458,48.0,3,Medium
3459,2.18,3,Low
3460,9.87,2,Low
3461,7.8,2,Low
3462,5.5,2,Low
3463,11.58,2,Low
3464,2.68,3,Low
3465,6.27,2,Low
3466,8.3,3,Low
3467,14.21,3,Low
3468,26.06,3,Low
3469,16.25,2,Low
3470,11.11,2,Low
3471,12.32,3,Low
3472,7.44,3,Low
3473,20.58,3,Low
3474,7.01,3,Low
3475,47.5,0,Medium
3476,6.0,3,Low
3477,5.15,3,Low
3478,10.53,3,Low
3479,17.26,3,Low
3480,7.77,3,Low
3481,5.62,0,Low
3482,13.66,3,Low
3483,16.75,3,Low
3484,19.0,2,Low
3485,15.45,2,Low
3486,4.97,3,Low
3487,4.34,3,Low
3488,4.81,3,Low
3489,14.0,0,Low
3490,2.97,3,Low
3491,7.63,3,Low
3492,18.21,3,Low
3493,2.29,3,Low
3494,13.81,3,Low
3495,17.62,2,Low
3496,22.65,0,Low
3497,13.2,3,Low
3498,8.77,3,Low
3499,3.54,3,Low
3500,2.31,3,Low
3501,5.5,3,Low
3502,12.97,0,Low
3503,9.58,3,Low
3504,6.31,3,Low
3505,35.49,3,Low
3506,41.79,2,Medium
3507,13.0,3,Low
3508,9.35,3,Low
3509,1.8,3,Low
3510,10.39,2,Low
3511,3.84,3,Low
3512,10.43,0,Low
3513,4.07,3,Low
3514,7.96,0,Low
3515,9.22,2,Low
3516,5.18,3,Low
3517,3.65,0,Low
3518,6.58,0,Low
3519,10.79,2,Low
3520,10.15,3,Low
3521,7.72,3,Low
3522,5.6,3,Low
3523,8.04,3,Low
3524,5.15,3,Low
3525,10.03,3,Low
3526,11.5,3,Low
3527,18.75,0,Low
3528,3.6,3,Low
3529,2.05,3,Low
3530,8.01,2,Low
3531,6.16,3,Low
3532,32.58,2,Low
3533,2.63,3,Low
3534,3.08,3,Low
3535,6.46,3,Low
3536,8.95,3,Low
3537,46.32,3,Medium
3538,15.2,3,Low
3539,33.6,3,Low
3540,4.55,0,Low
3541,7.92,2,Low
3542,4.54,3,Low
3543,3.42,3,Low
3544,8.05,2,Low
3545,9.45,3,Low
3546,13.15,3,Low
3547,2.86,2,Low
3548,10.08,3,Low
3549,2.2,3,Low
3550,3.7,2,Low
3551,28.27,3,Low
3552,2.85,3,Low
3553,20.9,3,Low
3554,6.89,3,Low
3555,4.73,3,Low
3556,31.69,3,Low
3557,28.1,3,Low
3558,11.1,3,Low
3559,3.96,3,Low
3560,5.63,2,Low
3561,13.73,2,Low
3562,1.59,3,Low
3563,5.67,3,Low
3564,2.41,2,Low
3565,6.48,2,Low
3566,1.36,3,Low
3567,8.77,3,Low
3568,5.35,2,Low
3569,12.94,3,Low
